T (min)	V (V)
16.36667	0.18033
16.35	0.18033
16.33333	0.18067
16.31667	0.181
16.3	0.18117
16.28333	0.18117
16.26667	0.1815
16.25	0.1815
16.23333	0.1815
16.21667	0.1815
16.2	0.18217
16.18333	0.18217
16.16667	0.18233
16.15	0.1825
16.13333	0.18267
16.11667	0.183
16.1	0.18317
16.08333	0.18317
16.06667	0.18333
16.05	0.1835
16.03333	0.18367
16.01667	0.184
16	0.184
15.98333	0.18417
15.96667	0.18433
15.95	0.18433
15.93333	0.1845
15.91667	0.185
15.9	0.18517
15.88333	0.18517
15.86667	0.18533
15.85	0.18533
15.83333	0.18583
15.81667	0.186
15.8	0.18617
15.78333	0.18617
15.76667	0.1865
15.75	0.1865
15.73333	0.18667
15.71667	0.187
15.7	0.18733
15.68333	0.18733
15.66667	0.18733
15.65	0.18767
15.63333	0.18767
15.61667	0.18783
15.6	0.188
15.58333	0.18833
15.56667	0.18867
15.55	0.18867
15.53333	0.18883
15.51667	0.189
15.5	0.189
15.48333	0.18917
15.46667	0.18933
15.45	0.18983
15.43333	0.18983
15.41667	0.19
15.4	0.19017
15.38333	0.19033
15.36667	0.19067
15.35	0.191
15.33333	0.191
15.31667	0.191
15.3	0.19133
15.28333	0.19133
15.26667	0.1915
15.25	0.1915
15.23333	0.19183
15.21667	0.192
15.2	0.19233
15.18333	0.19233
15.16667	0.1925
15.15	0.1925
15.13333	0.193
15.11667	0.19317
15.1	0.1935
15.08333	0.19367
15.06667	0.19367
15.05	0.19367
15.03333	0.19367
15.01667	0.1945
15	0.1945
14.98333	0.19467
14.96667	0.19467
14.95	0.19467
14.93333	0.19483
14.91667	0.19517
14.9	0.19533
14.88333	0.1955
14.86667	0.19567
14.85	0.19583
14.83333	0.196
14.81667	0.19617
14.8	0.19667
14.78333	0.19667
14.76667	0.19667
14.75	0.19683
14.73333	0.197
14.71667	0.19733
14.7	0.1975
14.68333	0.19767
14.66667	0.19783
14.65	0.19783
14.63333	0.19817
14.61667	0.19833
14.6	0.1985
14.58333	0.19867
14.56667	0.19883
14.55	0.19883
14.53333	0.199
14.51667	0.19933
14.5	0.1995
14.48333	0.19967
14.46667	0.19967
14.45	0.20017
14.43333	0.20033
14.41667	0.2005
14.4	0.20067
14.38333	0.20083
14.36667	0.20083
14.35	0.20117
14.33333	0.2015
14.31667	0.20167
14.3	0.20167
14.28333	0.20183
14.26667	0.202
14.25	0.20217
14.23333	0.20233
14.21667	0.2025
14.2	0.2025
14.18333	0.203
14.16667	0.20317
14.15	0.20333
14.13333	0.20367
14.11667	0.20367
14.1	0.204
14.08333	0.20417
14.06667	0.20417
14.05	0.20433
14.03333	0.2045
14.01667	0.20467
14	0.20483
13.98333	0.205
13.96667	0.20517
13.95	0.20533
13.93333	0.20567
13.91667	0.206
13.9	0.20617
13.88333	0.20617
13.86667	0.20617
13.85	0.2065
13.83333	0.20667
13.81667	0.207
13.8	0.20717
13.78333	0.20733
13.76667	0.20733
13.75	0.2075
13.73333	0.20783
13.71667	0.20817
13.7	0.20833
13.68333	0.20833
13.66667	0.2085
13.65	0.20867
13.63333	0.209
13.61667	0.20917
13.6	0.20933
13.58333	0.2095
13.56667	0.2095
13.55	0.20983
13.53333	0.21
13.51667	0.21033
13.5	0.21033
13.48333	0.2105
13.46667	0.21067
13.45	0.211
13.43333	0.211
13.41667	0.211
13.4	0.2115
13.38333	0.21167
13.36667	0.21167
13.35	0.21183
13.33333	0.212
13.31667	0.21217
13.3	0.2125
13.28333	0.21283
13.26667	0.21283
13.25	0.21317
13.23333	0.21317
13.21667	0.21333
13.2	0.21333
13.18333	0.21367
13.16667	0.214
13.15	0.21417
13.13333	0.21433
13.11667	0.21467
13.1	0.21467
13.08333	0.21483
13.06667	0.21517
13.05	0.21533
13.03333	0.21567
13.01667	0.21567
13	0.21567
12.98333	0.21583
12.96667	0.216
12.95	0.21633
12.93333	0.21667
12.91667	0.21683
12.9	0.21683
12.88333	0.21683
12.86667	0.21733
12.85	0.21767
12.83333	0.21767
12.81667	0.21783
12.8	0.21783
12.78333	0.21817
12.76667	0.21833
12.75	0.21867
12.73333	0.21883
12.71667	0.21883
12.7	0.219
12.68333	0.2195
12.66667	0.2195
12.65	0.21967
12.63333	0.21983
12.61667	0.22
12.6	0.22017
12.58333	0.22033
12.56667	0.2205
12.55	0.22083
12.53333	0.22083
12.51667	0.22117
12.5	0.22133
12.48333	0.2215
12.46667	0.22183
12.45	0.22183
12.43333	0.22183
12.41667	0.22217
12.4	0.22233
12.38333	0.2225
12.36667	0.22283
12.35	0.22283
12.33333	0.22333
12.31667	0.22333
12.3	0.2235
12.28333	0.2235
12.26667	0.22383
12.25	0.22417
12.23333	0.22433
12.21667	0.22433
12.2	0.22433
12.18333	0.22483
12.16667	0.225
12.15	0.22533
12.13333	0.22533
12.11667	0.22533
12.1	0.22567
12.08333	0.22583
12.06667	0.22617
12.05	0.22633
12.03333	0.2265
12.01667	0.2265
12	0.22683
11.98333	0.22683
11.96667	0.22733
11.95	0.2275
11.93333	0.2275
11.91667	0.2275
11.9	0.22783
11.88333	0.22817
11.86667	0.22833
11.85	0.2285
11.83333	0.22867
11.81667	0.22867
11.8	0.229
11.78333	0.22917
11.76667	0.2295
11.75	0.22967
11.73333	0.22983
11.71667	0.22983
11.7	0.23
11.68333	0.23017
11.66667	0.23033
11.65	0.23083
11.63333	0.23083
11.61667	0.231
11.6	0.23117
11.58333	0.2315
11.56667	0.23167
11.55	0.23167
11.53333	0.232
11.51667	0.23217
11.5	0.23233
11.48333	0.2325
11.46667	0.23267
11.45	0.233
11.43333	0.23317
11.41667	0.23333
11.4	0.2335
11.38333	0.2335
11.36667	0.2335
11.35	0.23417
11.33333	0.23417
11.31667	0.2345
11.3	0.2345
11.28333	0.2345
11.26667	0.23483
11.25	0.23517
11.23333	0.23533
11.21667	0.23533
11.2	0.23567
11.18333	0.23567
11.16667	0.236
11.15	0.23617
11.13333	0.23617
11.11667	0.23667
11.1	0.23667
11.08333	0.237
11.06667	0.23717
11.05	0.23733
11.03333	0.23733
11.01667	0.23783
11	0.238
10.98333	0.23817
10.96667	0.23833
10.95	0.23833
10.93333	0.23867
10.91667	0.239
10.9	0.23933
10.88333	0.23933
10.86667	0.23933
10.85	0.23933
10.83333	0.23967
10.81667	0.24017
10.8	0.24033
10.78333	0.24033
10.76667	0.24033
10.75	0.24083
10.73333	0.24083
10.71667	0.24117
10.7	0.24133
10.68333	0.2415
10.66667	0.2415
10.65	0.242
10.63333	0.242
10.61667	0.24217
10.6	0.24267
10.58333	0.24267
10.56667	0.24283
10.55	0.243
10.53333	0.243
10.51667	0.2435
10.5	0.24367
10.48333	0.24383
10.46667	0.24383
10.45	0.244
10.43333	0.2445
10.41667	0.24483
10.4	0.24483
10.38333	0.245
10.36667	0.245
10.35	0.24533
10.33333	0.2455
10.31667	0.24567
10.3	0.246
10.28333	0.24617
10.26667	0.24633
10.25	0.24667
10.23333	0.24667
10.21667	0.24683
10.2	0.24733
10.18333	0.2475
10.16667	0.2475
10.15	0.24767
10.13333	0.24767
10.11667	0.248
10.1	0.2485
10.08333	0.2485
10.06667	0.2485
10.05	0.24867
10.03333	0.24917
10.01667	0.24933
10	0.2495
9.98333	0.2495
9.96667	0.24983
9.95	0.24983
9.93333	0.25033
9.91667	0.2505
9.9	0.2505
9.88333	0.25083
9.86667	0.251
9.85	0.25133
9.83333	0.2515
9.81667	0.25167
9.8	0.25183
9.78333	0.25183
9.76667	0.25233
9.75	0.2525
9.73333	0.25267
9.71667	0.25283
9.7	0.25283
9.68333	0.253
9.66667	0.25333
9.65	0.25383
9.63333	0.25383
9.61667	0.25383
9.6	0.25417
9.58333	0.25467
9.56667	0.25467
9.55	0.25483
9.53333	0.25483
9.51667	0.255
9.5	0.2555
9.48333	0.2555
9.46667	0.25583
9.45	0.25583
9.43333	0.25617
9.41667	0.2565
9.4	0.2565
9.38333	0.25667
9.36667	0.257
9.35	0.25733
9.33333	0.2575
9.31667	0.2575
9.3	0.25767
9.28333	0.25817
9.26667	0.25833
9.25	0.2585
9.23333	0.25867
9.21667	0.25883
9.2	0.259
9.18333	0.25933
9.16667	0.2595
9.15	0.2595
9.13333	0.25983
9.11667	0.25983
9.1	0.26017
9.08333	0.26033
9.06667	0.26067
9.05	0.26083
9.03333	0.26083
9.01667	0.261
9	0.2615
8.98333	0.26167
8.96667	0.26167
8.95	0.26183
8.93333	0.26233
8.91667	0.26267
8.9	0.26267
8.88333	0.26267
8.86667	0.263
8.85	0.26317
8.83333	0.2635
8.81667	0.26367
8.8	0.26367
8.78333	0.264
8.76667	0.2645
8.75	0.2645
8.73333	0.2645
8.71667	0.26483
8.7	0.265
8.68333	0.2655
8.66667	0.2655
8.65	0.26583
8.63333	0.266
8.61667	0.266
8.6	0.26617
8.58333	0.26667
8.56667	0.26683
8.55	0.26683
8.53333	0.267
8.51667	0.2675
8.5	0.26767
8.48333	0.26783
8.46667	0.26783
8.45	0.268
8.43333	0.26833
8.41667	0.26867
8.4	0.26883
8.38333	0.269
8.36667	0.26917
8.35	0.2695
8.33333	0.26967
8.31667	0.26983
8.3	0.26983
8.28333	0.27033
8.26667	0.27067
8.25	0.27083
8.23333	0.27083
8.21667	0.271
8.2	0.2715
8.18333	0.27167
8.16667	0.27167
8.15	0.27183
8.13333	0.27233
8.11667	0.27267
8.1	0.27267
8.08333	0.27283
8.06667	0.27317
8.05	0.27367
8.03333	0.27383
8.01667	0.27383
8	0.27433
7.98333	0.27433
7.96667	0.27467
7.95	0.27483
7.93333	0.27517
7.91667	0.2755
7.9	0.2755
7.88333	0.27583
7.86667	0.27617
7.85	0.27633
7.83333	0.27683
7.81667	0.277
7.8	0.277
7.78333	0.27733
7.76667	0.27767
7.75	0.278
7.73333	0.278
7.71667	0.27867
7.7	0.27867
7.68333	0.27883
7.66667	0.27917
7.65	0.27933
7.63333	0.27967
7.61667	0.28
7.6	0.28033
7.58333	0.28067
7.56667	0.28083
7.55	0.281
7.53333	0.28117
7.51667	0.28183
7.5	0.282
7.48333	0.28217
7.46667	0.28217
7.45	0.28283
7.43333	0.283
7.41667	0.283
7.4	0.28333
7.38333	0.284
7.36667	0.284
7.35	0.284
7.33333	0.28467
7.31667	0.285
7.3	0.285
7.28333	0.28533
7.26667	0.28583
7.25	0.286
7.23333	0.28617
7.21667	0.2865
7.2	0.28667
7.18333	0.287
7.16667	0.28733
7.15	0.28767
7.13333	0.288
7.11667	0.28817
7.1	0.2885
7.08333	0.28867
7.06667	0.28917
7.05	0.28933
7.03333	0.28933
7.01667	0.29
7	0.29033
6.98333	0.29033
6.96667	0.29083
6.95	0.29117
6.93333	0.29133
6.91667	0.2915
6.9	0.292
6.88333	0.29233
6.86667	0.29267
6.85	0.293
6.83333	0.29317
6.81667	0.2935
6.8	0.294
6.78333	0.294
6.76667	0.2945
6.75	0.29483
6.73333	0.295
6.71667	0.29533
6.7	0.29583
6.68333	0.296
6.66667	0.29633
6.65	0.2965
6.63333	0.29683
6.61667	0.29717
6.6	0.2975
6.58333	0.29783
6.56667	0.29833
6.55	0.2985
6.53333	0.299
6.51667	0.29933
6.5	0.2995
6.48333	0.29967
6.46667	0.30033
6.45	0.3005
6.43333	0.30083
6.41667	0.30133
6.4	0.3015
6.38333	0.30167
6.36667	0.30217
6.35	0.30233
6.33333	0.30283
6.31667	0.30317
6.3	0.3035
6.28333	0.30367
6.26667	0.30417
6.25	0.30467
6.23333	0.30483
6.21667	0.30517
6.2	0.30567
6.18333	0.30567
6.16667	0.306
6.15	0.30667
6.13333	0.307
6.11667	0.30717
6.1	0.30767
6.08333	0.308
6.06667	0.30817
6.05	0.30883
6.03333	0.309
6.01667	0.30933
6	0.31
5.98333	0.31017
5.96667	0.31033
5.95	0.311
5.93333	0.31117
5.91667	0.31167
5.9	0.31217
5.88333	0.31233
5.86667	0.31283
5.85	0.313
5.83333	0.3135
5.81667	0.31367
5.8	0.31417
5.78333	0.31467
5.76667	0.315
5.75	0.31533
5.73333	0.31583
5.71667	0.31617
5.7	0.31667
5.68333	0.317
5.66667	0.3175
5.65	0.318
5.63333	0.31817
5.61667	0.31867
5.6	0.319
5.58333	0.31967
5.56667	0.32
5.55	0.32017
5.53333	0.32083
5.51667	0.321
5.5	0.32167
5.48333	0.32183
5.46667	0.32267
5.45	0.32267
5.43333	0.3235
5.41667	0.32367
5.4	0.32433
5.38333	0.3245
5.36667	0.32483
5.35	0.3255
5.33333	0.326
5.31667	0.3265
5.3	0.32683
5.28333	0.32733
5.26667	0.32767
5.25	0.32833
5.23333	0.32867
5.21667	0.329
5.2	0.32967
5.18333	0.33
5.16667	0.33067
5.15	0.33083
5.13333	0.33167
5.11667	0.332
5.1	0.33267
5.08333	0.33317
5.06667	0.33367
5.05	0.334
5.03333	0.33467
5.01667	0.335
5	0.3355
4.98333	0.33617
4.96667	0.33667
4.95	0.337
4.93333	0.33767
4.91667	0.33817
4.9	0.33883
4.88333	0.33917
4.86667	0.33967
4.85	0.34017
4.83333	0.34067
4.81667	0.34117
4.8	0.34183
4.78333	0.34233
4.76667	0.343
4.75	0.34333
4.73333	0.34417
4.71667	0.3445
4.7	0.34533
4.68333	0.34567
4.66667	0.34633
4.65	0.347
4.63333	0.3475
4.61667	0.348
4.6	0.34883
4.58333	0.349
4.56667	0.35
4.55	0.35033
4.53333	0.351
4.51667	0.35167
4.5	0.35217
4.48333	0.35283
4.46667	0.35367
4.45	0.354
4.43333	0.35467
4.41667	0.35533
4.4	0.356
4.38333	0.35667
4.36667	0.35717
4.35	0.35783
4.33333	0.3585
4.31667	0.35917
4.3	0.35983
4.28333	0.36017
4.26667	0.36117
4.25	0.36167
4.23333	0.36233
4.21667	0.36317
4.2	0.364
4.18333	0.36433
4.16667	0.36533
4.15	0.36583
4.13333	0.36667
4.11667	0.3675
4.1	0.368
4.08333	0.36883
4.06667	0.3695
4.05	0.37
4.03333	0.37083
4.01667	0.37183
4	0.37233
3.98333	0.373
3.96667	0.37383
3.95	0.37467
3.93333	0.37533
3.91667	0.37617
3.9	0.377
3.88333	0.37767
3.86667	0.3785
3.85	0.37933
3.83333	0.38
3.81667	0.381
3.8	0.38167
3.78333	0.38217
3.76667	0.38317
3.75	0.38433
3.73333	0.385
3.71667	0.38567
3.7	0.38633
3.68333	0.3875
3.66667	0.38817
3.65	0.38917
3.63333	0.39
3.61667	0.391
3.6	0.39183
3.58333	0.39267
3.56667	0.3935
3.55	0.39433
3.53333	0.39533
3.51667	0.39633
3.5	0.39717
3.48333	0.39833
3.46667	0.399
3.45	0.4
3.43333	0.401
3.41667	0.402
3.4	0.403
3.38333	0.40383
3.36667	0.405
3.35	0.40583
3.33333	0.407
3.31667	0.40783
3.3	0.40883
3.28333	0.40983
3.26667	0.41067
3.25	0.41183
3.23333	0.41283
3.21667	0.41383
3.2	0.41483
3.18333	0.416
3.16667	0.417
3.15	0.418
3.13333	0.419
3.11667	0.42017
3.1	0.4215
3.08333	0.42267
3.06667	0.42367
3.05	0.42483
3.03333	0.42617
3.01667	0.42717
3	0.4285
2.98333	0.42967
2.96667	0.43067
2.95	0.43183
2.93333	0.433
2.91667	0.4345
2.9	0.4355
2.88333	0.43667
2.86667	0.43817
2.85	0.43917
2.83333	0.4405
2.81667	0.44167
2.8	0.443
2.78333	0.44417
2.76667	0.4455
2.75	0.44667
2.73333	0.448
2.71667	0.44933
2.7	0.4505
2.68333	0.45183
2.66667	0.453
2.65	0.4545
2.63333	0.4555
2.61667	0.45683
2.6	0.45817
2.58333	0.45933
2.56667	0.4605
2.55	0.46167
2.53333	0.46267
2.51667	0.46383
2.5	0.465
2.48333	0.466
2.46667	0.46717
2.45	0.46817
2.43333	0.46917
2.41667	0.47017
2.4	0.47133
2.38333	0.47217
2.36667	0.47317
2.35	0.47433
2.33333	0.4755
2.31667	0.47633
2.3	0.47717
2.28333	0.47833
2.26667	0.47933
2.25	0.4805
2.23333	0.4815
2.21667	0.48283
2.2	0.48383
2.18333	0.485
2.16667	0.486
2.15	0.487
2.13333	0.488
2.11667	0.489
2.1	0.49017
2.08333	0.491
2.06667	0.492
2.05	0.49267
2.03333	0.4935
2.01667	0.495
2	0.49583
1.98333	0.49683
1.96667	0.49783
1.95	0.49933
1.93333	0.50083
1.91667	0.50233
1.9	0.504
1.88333	0.50633
1.86667	0.50883
1.85	0.5115
1.83333	0.51483
1.81667	0.5185
1.8	0.5225
1.78333	0.52717
1.76667	0.5315
1.75	0.53733
1.73333	0.54317
1.71667	0.549
1.7	0.54933
1.68333	0.55533
1.66667	0.55933
1.65	0.5625
